,review,vote
460,"It makes us happy to hear you loved our delicious food and wonderful atmosphere, Eric! However, we apologize for the wait you experienced between cuts, as our team should always be circulating with fresh options and refills. This will be addressed and will help us to improve moving forward. We truly hope to invite you back again soon for the 5-star experience you deserve. Kindly send an email to feedback@fogo.com with your phone number and availability. Thank you. ",5.0
461,"""Mike the chicken Guy"" this man made the night, ask for him he's a G  One of the few to come to our table and ask if we needed anything else",5.0
462,"Finally made it down to Fogo's for my birthday and it was such a blast! Sooooo much meat, there wasn't really a pause. The carvers we're on it and all very attentive! The star was definitely the Picanha, So freaking good. I've never had a cut so soft and flavorful. The salad and charcuterie bar was pretty solid, appreciate the mix with all the proteins. Service was pretty chaotic to say the least. All servers help out but it was hard to focus on one for certain things. Some requested items were never brought but all things a side we came for the meat and boy did we get it! My favorite by far was surprising the cheese and honey. I skipped it the first time around like so random but everyone at the table urged me to try it and by their reactions I had to and HOLY COW YESSS! Don't skip it, we had to ask for more before we left. I'm not into sweets but it is SOO savory and the honey really makes it. It was my favorite bite of the night.",2.0
463,"I went to a Fogo tasting in Pasadena and thought that my husband would love it so I took him to the one in San Diego tonight and was so disappointed. The market table was very sparse and the salads lacked flavor. I love their bacon but they seem to keep running out so there was one small plate that came out over a two hour period of time. We requested several meats and eventually gave up asking. The food was eh and the service was not good. Not sure if it is just this location, but won't be back there.",5.0
464,"Lacey, we never want a guest to leave feeling disappointed and we're sorry to hear about your experience. Your satisfaction is important to us and we would be grateful for a chance to make this right with you. If you are willing, please send your phone number and availability to feedback@fogo.com and a member of our team will be in touch. Thank you. ",4.0
465,"Great vibe, great service and great drinks! Reyna made THE BEST old fashioned I've had this year",3.0
466,Just updating to say that even after over a month I have not heard back from anyone after sending the email. Seems like they don't check their emails.,5.0
467,"Let me just start out with saying that I've been to Fogo de Chao multiple times for multiple occasions. We generally have a good time, but let this review be a warning to you and a reminder to myself to stay away during holidays. This time we made a reservation for 3 at 5:15 pm for Thanksgiving, 2022. We got to the restaurant around the time of our reservation and noticed there was a line going around the corner. It turned out that this line was for people who already had reservations who were ""checking in"" at the front desk. We waited in that line for 30-40 minutes, and when we got to the front, the hostess said they're behind on the reservations, and that it would be another 30-40 minutes until we get our table, which was understandable as it was Thanksgiving.  What was unacceptable was that we did not get seated until 7 pm. I understand being behind on holidays, but having a reservation and essentially being delayed 2 hours is inexcusable. When we got in the restaurant, it was clear that the restaurant was way overbooked; there were extra tables thrown which blocked walkways and gave the whole restaurant a sense of chaos.We were seated and warmly greeted by multiple waiters, which was nice. Unfortunately it took quite some time for any meat to get to our table; which was again understandable because the restaurant was so crowded that any meat that came out got taken immediately. The meat that we did get was mostly good, but it was clear that the meats were rushed in cooking as it was cooked blue despite asking for a medium rare piece. We ended up only really getting to try 5 or so cuts of meat despite there being over 12 options. We asked our waitress who politely apologized and asked the kitchen to send out specific cuts that we wanted. After 10 minutes or so, she came back to ask how we liked those cuts, to which we responded that we never received them. She apologized again and said she'd ask the kitchen to send out the meat again. This process repeated itself maybe 4 or 5 more times, with us getting fuller and fuller off the same 4 cuts through the night. We ended up just asking for the check in the end with our waitress asking one final time if we'd like her to ask the kitchen once more to send out the cut but we were just too full and frustrated to wait more. This definitely was not the waitress' fault as she was only polite and courteous; I understand that the kitchen was likely just swamped. All in all this was definitely one of the worst experiences that we've had at Fogo de Chao. If you take anything from this review, take the warning not to visit during holidays, but if you do, then expect crazy delays and lackluster meats.Edit: emailed Fogo but still got no response after almost 2 weeks. Guess they don't check their email.",1.0
468,"So in SD for a conference with the boys and we wanted to EAT...but be classy at the same time. Besides, we'd had a tradition starting a few years back of hitting up a Fogo if we were ever in town for a conference. This one was definitely nicer than other ones I've attended. Clean. Dimmer lighting. The meat, like always, was on point. Service was great, as well. Drinks kept coming. Sides kept coming. Definitely a spot I'd recommend.",2.0
469,"Awful experience. Had a 6:30 reservation for our friends birthday/Veterans Day. Got told it would be a 45 minute wait after showing up early, and here we are 2.5 hours later and still our table is not ready. How do you let people make reservations but cannot accommodate them? Needless to say, birthday plans were ruined and we do not anticipate returning anytime soon. Poor poor communication and i wish there was more transparency. We got a text at 9pm that our table was ready...no thank you.",4.0
470,"We apologize for the extended wait your party experienced, Hannah. Our team was working harder than ever to accommodate our guests during the holiday, so your patience was appreciated. We'd like to address your feedback directly and ask that you please send an email to feedback@fogo.com with your phone number and availability. Thank you. ",0.0
471,"Absolutely horrible experience last night. Had a 6:30pm reservation that we had to stand in like to check in for. Then we get told it will be 45 - 1 hr wait for our RESERVATION and we will get a text when our table is ready. So we decide to get a drink and come back, it's now 7:30pm and I check on the status again and get told there are ""8 more parties of our size ahead of us."" Wtf??? We finally had enough and went elsewhere to eat, and at 9pm (an hour before closing and 2.5 hours after our reservation) we get a text saying our table is ready. This place is a joke!! This was happening to people all night long. Completely unacceptable.",4.0
472,"Sarah, due to the holiday we were experiencing longer-than-anticipated wait times. We apologize for the inconvenience this may have caused and can assure you we've made our team aware. We ask that you please send an email to feedback@fogo.com with your phone number and availability in order to speak directly. Thank you. ",1.0
473,"Came here with a party of 9 for my husbands birthday. We went on a Sunday evening. I made reservations ahead of time and had to call to add on guests. Thankfully they were able to accommodate. We have eaten here in the past but it's been awhile. Upon reading recent reviews, I was concerned if we were placed in a corner- we'd be overlooked by the meats coming by. So I requested to be near the food bar area or close to wherever the food comes out. Due to our larger party- we ended up being placed in the corner anyway. Thankfully, our server was attentive and whenever we requested a certain meat- it came by in a timely manner. Majority of the meats are medium rare ish. So if u need well done. U should tell them ahead of time but for me- not a problem. Some of our party likes theirs well done. They bring some side dishes to your table like garlic mash potatoes, fried polenta, cheesy breads (my favorite- we ordered a bunch for the table and were able to take some home), and caramelized banana. My favorite meat is always the picanha. We also like the grilled pineapple. They also have a few different sauces that we had to request - chimichurri, mint chimichurri (can go with the lamb I guess?), horse radish. The salad bar has charcuterie meats and cheeses, salads, rice, beans. They also have a dessert menu. This place is located downtown. We were able to find street parking a few blocks over.",1.0
474,BIG MIKE is the best. Met at the tattoo convention on Saturday. Also dined with them tonight and the food and service was amazing. Definitely recommend. 10/10,4.0
475,"Took my boyfriend here for a Father's Day dinner and it was a total disaster!  This was his first time and our last time visiting this restaurant. We had reservations but when we arrive there was a huge crowd of people outside waiting to get in. The girls at the front door seemed to be very unhappy to be there. We checked in and had to wait 15-20 minutes to be seated. Our name was called so we walked up to the girl at the door snd she just opened it but didn't say anything and closed it behind us. We then stood at the counter while 2 girls didn't address us and just kept talking amongst themselves. So after a few moments I asked if we should continue standing there or would someone be seating us. The restaurant was jam packed, had to be over capacity as we had to shimmy to get to our table. We were a party of four and the tables were so small and close together we were bumping elbows with the people at the table next to us. We sat for maybe 10 minutes before a waiter came by to get our drink order. So we then squeezed out of our seats to head to the salad bar. The line was up and down the aisles. We finally make it to the salad bar and there's aren't anything in any of the platters. Yes it was bush but the salad bar wasn't even stocked. We make it to our seats with just olives and salad as those were the only real options and now we wait for our meat. Very table around us has meat but the servers run out before they get to us. Mind u the huge table to our left is sever. The table of 5 our right has meat, but here we are with water and lettuce, no sides or drinks. We've been here at least 45 minutes. So we flag down the waiter, he sees no one has meat, our serving plates are clean and only 2 sets of silverware. He says, ""I'm just gonna let you know we are very busy. Under staffed and it's jam packed so it's not my fault! We have a lot of people who called out. Eggs do you want me to do, get the manager?!"" He then proceeds to argue with who we assumed was the manager right in front of us. We're now at an hour before our first meat is offered, we kindly asked for well done selections but those never arrived. We literally had to raise our hand or usher a server to the table to be served. Our bill was roughly $400 as the only thing we could get quickly was alcohol. After spending $400, we stopped at the taco shop on the way home bc we were all still hungry. I understand they were busy,However, paying all of that money to receive a below par experience is not ok!!! Very unsatisfied and still hungry customers!",5.0
476,"Nakita, we're sorry to hear your visit was not the amazing experience we desire for all of our guests, especially during a special celebration. It's our sincere hope that you'll consider giving us another chance to better meet your expectations in the future. If willing, kindly send an email to feedback@fogo.com with your phone number and availability. Thank you. ",1.0
477,"Had another fantastic experience at Fogo last night. As usual, the food is great, but the service is even better! Our waitress, Alex, was a blast and all everyone was friendly and attentive. Special shout-out to Angel- that dude always made sure our plates were full of fantastic steaks! Great service! Be back soon!",5.0
478,"I can't believe it took me so long to try this place out. I hate to say it, but it puts Rei de Gado to shame. The quality and selection of meat= amazing. The cocktails are fantastic- try the mule! Can't wait to be back to experience this meat heaven again!",5.0
479,"What an excellent experience with our server, David. His service is second to none. Not only did they have an excellent menu, but David introduced us to new foods and  drinks. With the beautiful setting and awesome hospitality, my family and I definitely need to do this again!",5.0
480,Fantastic service and food! Everything was delicious from the main courses to dessert. I will definitely come back,5.0
481,"Thank you for your online support, Alan! We're glad you enjoyed the food and service, and we look forward to having you back! ",4.0
482,"I just went to Fogo for the first time, we were there to celebrate a friend's birthday. They do have a bar area, and then the main dining area.  The main entree option is the unlimited meats with the feijoada bar.  They do offer a few optional entrees two were a fish dish and one was vegetarian.  The feijoada bar was amazing, with so many options to choose from.  You have to be careful not to fill up on those sides, so you have room for the delicious meats they come around with.  My favorite was the cheese popovers before they bring the meat and the ribeye, it was amazing.  They brought around garlic steak, ribeye, strip steak, filet mignon, chicken, and sausage.  They were a bit slow, but it was busy in the restaurant.  They didn't even bring us the sausage until most of us were already finished.At one point they brought a liquor cart around and you could order shots.The staff was very friendly and answered our questions.",5.0
483,The food was so good the location is amazing and the staff is very helpful/ funny! Chicken Mike and Rośe were so amazing to us the whole night !!! They are so funny and they made sure to cater to everything we needed  Hands down would go back just to see them again! Thank you again for everything see you soon,4.0
484,"I visited this location on Monday January 2nd with a group of 9 people and 1 baby. We have been to Fogo de Chao before and weren't super impressed at that experience. This restaurant wasn't our initial plan. We had a family member visiting who wanted to eat Brazilian steak house so we planned to go to Rei Do Gado. Unfortunately the grill was broken so they weren't taking in any people. So we ended up here. Before sitting down to eat I went to the women's restroom to change my babies diaper. I get into large stall with the changing table and I see the changing table in already down with a pool of water in it... the ceiling was leaking! So I couldn't use the changing table. I had to lay my baby on the counter space in between the two sinks. First I had to wipe the counter top down as it was covered in water. We are then seated. I asked for a high chair and the hostess said I need to get rid of my stroller first. So I folded it up and tucked it away. She never came with the high chair. I then asked the waiter. He did bring me one. We ordered a round a drinks, they were good. We then got the first rounds a meat. To me the only meat worth filling up on was the Picana, the beef rib, and the T-bone steak. I could do without the rest. The salad bar was unappetizing in appearance. And forget being able to see what you're eating or how your meat is cooked. It's incredibly dark in there. The garlic steak cubes were hunks of fat and rare meat. I do not recommend bringing small children here as some of the servers have no regards to where they're holding their knives. One server even cut the meat over my baby in the high chair. I held my hands over her head because I was so nervous if he was bumped into or slipped it wouldn't be good. We requested certain meats and it took forever to make its way to our table. You go out and spend money for good food and a good experience and this was not it. Disappointed in the service and cleanliness of the place.",4.0
485,"It's important to us to do better than a two-star rating, Nicolette. We hope you'll give us a chance to discuss this with you further, as restoring your confidence is important to us. At your convenience, please send an email to feedback@fogo.com with your phone number and availability. Thank you. ",0.0
486,"Thank you to Fogo de Chao staff for being open on a very busy Veteran's Day weekend and offering one of the best discounts out there! I really appreciate the patience of the staff who were dealing with so many people at the front lobby.  I called ahead and made reservations before this place got too busy during the dinner hours so we were eating dinner around 4pm which worked out great because by the time we left around 5:30pm the line to get in was packed and spilling into the downtown street!! I did not take any food pics this time because I was so hungry and the lighting in this place is very dim so you don't know what time it really is but the market salad bar and feijoida bar area were plenty for me to get a full plate and still enjoy all the Brazilian side dishes like the grilled pineapple, the pao de quiejo, yucca, plantains and the mashed potatoes which were delicious!! Comes out in a tiny silver dish and you can request more with your server.  My caipirinha took a little longer to get to me due to how busy this place was but my server was checking on it and when it got to my table, I was perfectly pleased as they made it extra strong for me! And my husband and I both had desserts from their menu: he had tres leches cake and I had the key lime pie that was just as tart as I was hoping for and was so full by the time we left, we had to take a few laps to walk around the block into 5th street before we went back to the car! Overall, I love this place.  I see how everyone else pretty much loves it too!  They offered 50% off the meal check for Veteran's Day Military Discount and I don't know what other place does that for this type of dining service.  Really appreciated it! I will be back to this place! :)",4.0
487,"After almost a year of not eating meat, (I consider myself a pescatarian), I can say that this place has great vegetarian options if you're with a crowd of meat eaters!  I loaded up at the salad bar and still feel like I got my money's worth here.  I did order the pan seared salmon prepared with chimichurri sauce with asparagus and by the time it came out I was already full! Lol. But for the dining experience, service on a holiday weekend, COVID-19 precautions and sanitation in place and menu options, I like this place than some of the other Brazilian churrascuria's I have been to for a chain restaurant.  Would recommend to make reservations for a party larger than two or just in general because it's downtown and it gets busy on the weekends since indoor dining has opened up.  Wear your mask when going up to the salad bar and don't forget the feijoada, rice, and farofa are behind you when you circle back around to the other side of the salad bar.",2.0
488,"Soooo disappointed in the food service today. Today was Father's Day, and we did expect it to be busier and were VERY patient during the entire ""meal"", but at one point, we had sat there without receiving even any offers of meat for 30 MINUTES!!!! In the 1hr and 45minutes that we were seated, we received offers for only FOUR of the 16 meats that they serve. When we spoke to the ""customer service representative"", instead of a manager, all that they offered was taking off ONE of the meals. We barely ate anything AND STILL had to pay over $100!!! That's wild! If you are wanting to go for a holiday, DONT!!! They are not able to accommodate or give proper service when they are this busy!",5.0
489,"We are sorry to hear about this experience, as our guests should always leave completely full and satisfied. Please know your feedback will help us improve, and we hope for a chance to earn your trust. Kindly send an email to feedback@fogo.com with your phone number and availability. Thank you. ",5.0
490,"Came here for Father's Day. Surprising seated within 15 minutes of reservation but the real star was our waitress, Silvia. She was amazing! Friendly, prompt and right on top of it! Thank you Silva, for a great experience!",2.0
491,"Jenn, thank you for choosing our restaurant for your Father's Day celebration! We're glad you enjoyed your experience and we hope to welcome you back for future occasions! ",5.0
492,Wonderful staff and prime meet. There isn't a place better than this one. Everything was just wonderful!,5.0
493,Silvia our waitress was amazing! She was so attentive and always was there when we needed her! Mike the Chicken Guy hooked it up! Ask for Penelope! Great service and ambiance!,5.0
494,Mike the chicken guy was amazing!! So funny! The service and food was top notch. Will be back,5.0
495,"My husband and I made a quick decision to spend our anniversary date here. Truly an amazing experience! The food was delicious and the quality was above expectation.Aside from the food, our server, Ava made it a better experience. Since we haven't dined here before, she was super informative by explaining the different dinner options and how the food would be served. She wasn't intrusive, yet checked up on us when needed.Overall, she's stellar and very kind - we hope to have her serve us again! Thank you, Fogo de Chão for an amazing anniversary dinner! We hope to dine there again, soon!",5.0
496,"I was kinda disappointed eating here. I was so excited to come here. I had such a good experience in the Scottsdale, Arizona location restaurant.My experience in the San Diego restaurant was not the same. We all got the churrasco experience. Continuous tableside service of different kinds of meats.We we're seated by the front of the restaurant. I made sure to have all our cards to the green side because we were all ready for some delicious meat. and all the men with the meats would literally pass our table without stopping at our table. I had to ask our waiter a couple of times if we could have people come to our table. We were waiting for long periods of time for different meats. It was so aggravating and for $42.95 per person. It was kinda ridiculous. The meats we did get were good. My favorite were the lamb chops. But the overall experience there was just not good. The wait between meats was long. And the guys with the meats would walk by so fast. It was hard to catch them.I just couldn't believe the difference in locations. If I had to pick another Brazilian place to eat I would go to Texas de Brazil. I've never had a bad experience at that restaurant. And I also never had to ask for people to come by our table for different cuts of meat.I would definitely go back to the Arizona Scottsdale restaurant though.Hopefully this restaurant will do better and stop by every table.",3.0
497,"Michelle, we're saddened to learn of your disappointment, as we love serving continually amazing experiences here at Fogo de Chão. Ensuring our guests experience top-notch service is important to us, so please know what you mention is not in line with our high standards. We hope you will come again soon, as we know we can earn your five-stars. Kindly send an email to feedback@fogo.com with your phone number and availability. Thank you. ",5.0
498,"Mike the Chicken is the best server we've ever had. He's personable, funny, and genuine. He'll always take an extra minute to engage with you. He'll converse with you to make sure you're getting the best experience and food. We look forward to seeing him whenever we dine here.",4.0
499,"Daasha is an amazing person and employee of this restaurant. She is very observant and takes care of not only of her guests, but all the guests of the restaurant. She treats everyone with warmth, respect and kindness.She observed I was not getting the correct level of service and she immediately fixed it and communicated well with her teammates. Big Mike (gentleman who sliced the meat) also came by to check up and make sure it was going better and was happy to expedite any request I might have. What a great family oriented team who is focused on how to make a great experience for their guests.The food was great and the quality is amazing.",4.0
500,"I really wanted to like this spot. We came here for dinner with a group of 4 and this was my first time dining at Fogo. The food was good but the service was so, so below average for the price point per person ($62.99/person). I know times are hard right now with understaffing and COVID and I work in the industry so I try to be sympathetic but you would think an establishment like this would have it together or would take less reservations for better service. It took a minimum of 20 minutes to get our drinks to the table and a lot of our orders were forgotten and had to be re-ordered. We ordered a few rounds of drinks and each time, it took quite a while for the beverages to come out. At one point, a drink we didn't order was brought out and we told the server that we didn't order it but he ended up leaving it anyway, which was fine if the drink was going to be comp'd but when they dropped the bill, it was charged. We had to wait for a server to come around again to let them know we shouldn't have been charged. I asked for a refill on bread which was obviously forgotten so I had to remind our server the next time he stopped by the table (must have been at least a half hour later) and then he made it clear that he forgot, went to go check and said the bread was in the oven so it took at least another 15-20 minutes for the bread to come out. Angel wasn't our server but was very personable last night every time he stopped by our table with different proteins and probably the best part of our dining experience overall. Very disappointing experience because it came highly recommended but overall, overpriced & underimpressed.",0.0
501,"Jeannie, we never want a guest to leave feeling disappointed with their experience, so we are very sorry to hear this. Please know that your feedback is important to us and if you would like to speak further about your visit, kindly email us at feedback@fogo.com with the best way to reach you. Thank you. ",4.0
502,We came for our wedding anniversary and let's say it was good .. the ambiance and staff was amazing ... especially MIKE ... very attentive and customer service was great ! You can tell he loves his job ! Rare nowadays . Highly recommend.,4.0
503,Andrea is a rock star. If you can get her at your table. Attentive and efficient.  Bacon Wrapped Chicken and Filet Mignon all delicious.,2.0
504,First time here and it did not disappoint. Pretty busy so service was a bit slow but that's understandable. Mike the chicken guy is THE BEST. #PorkCheese,5.0
505,"Came for lunch to celebrate my husbands birthday. Service was excellent and the food was phenomenal! Mike the ""chicken guy"" went above and beyond to make sure our special requests were taken care of. Ethan our server made sure our drinks were full. Five stars all around and we will definitely be returning.",5.0
506,Amazing experience. The meat we requested came out as expected. The sides were provided quickly (perfect temperature). The waiter was attentive as well. Fairly busy and would benefit from a reservation if you are going in on a Sunday as I did.,5.0
507,My family and I frequently come to fogo de chow its an amazing dinning experience and the staff is attentive and amazing. Matin is the best very attentive and always goes out of his way to make sure you're table is getting exactly the experience you came for. Love this place excellent food and even more amazing service. Thank you matin!!!,5.0
508,"If I could give this place a zero star, I would.I came into Fogo with high hopes. I was excited to finally have dinner here; however the night was filled with many ups and downs.Here's the breakdown:Ups: When we first got seated we were greeted by an amazing waitress. She was super friendly, did great at explaining the menu/drink options, and checked on us frequently. Another positive- the mango habanero drink is KILLER. If you do come to this establishment, order that. Downs: Right after choosing from the menu, meat rarely came to our table. I noticed that they just finished a long rush, so I had grace. But over the amount of time there, I got only 5 meat choices. Also, sometime during our meal our waitress apparently ended her shift. (I will note here that I was shocked that she did not update us that her shift was ending/ or possibly on a break, idk since she didn't tell us anything.) This being said, we were looking around for her because she placed my mango habanero drink in & I still didn't get in within 20 minutes. We got another waitress to get our drink after that time limit & we were utterly disappointed by then so wanted to go home. Let me tell you that was ANOTHER disappointment. We got our check, gave our card, and waiting more than 10 minutes for it to get returned to us.Overall, I have to say, I've had better service at McDonald's.",5.0
509,"Thank you for taking the time to share your feedback, Mariah. We'd be grateful for another opportunity to ensure we're meeting your expectations and encourage you to email our team directly.  Kindly send an email to feedback@fogo.com with your phone number and availability. Best. ",5.0
510,"My first experience with this restaurant was 1 year ago; food was delicious but I considered it as one of the worst customer service experience I I ever had. But because my husband loves the Brazilian cuisine, we decided to try it one more time. I am happy to say that they have redeemed themselves with positive and awesome service! And the food was on point! LOVE IT! Special shout out and appreciation to YASMEEN & LUPE for making our experience enjoyable and memorable.",1.0
511,"Great experience, great customer services. Couldn't expect a better brunch. Our waitress Silvia crushed it. Can't wait to come back.",4.0
512,"Mike the chicken guy is the man! Most helpful guy in fogo de Chão! I wanted the ribs with lime on it and he said I got you, minutes later he hooked me up with the ribs I wanted! Thanks Mike!",0.0
513,Absolutely delicious. Service was outstanding shoutout Mike the chicken guy! Went out of his way to accept meat requests and recommended some delicious dishes! A spot in SD you CANNOT miss.,4.0
514,"Thank you for your five-star recommendation, David! We're glad you enjoyed everything and we hope to welcome you back for another delicious meal! ",5.0
515,"First time ever being in a restaurant like this, the service was wonderful and the food was delicious. Andrea and everyone else were awesome and I will definitely come again",5.0
516,"Avoid at all cost. We went to celebrate my son's birthday for dinner, but this location was a total disaster. The lighting on where they had seated us was lacking, so it was very dark. The meats were very slow to come out, we patiently waited and understand that the place was getting packed. What got me ranting here though is that when the meats finally reached our table, we asked for a second serving as it is a buffet so an extra slice of meat is not uncommon to request. However, our server refused and said he needs to serve the whole table first before giving an extra slice. We were a party of six, and no one else was on our table. There was no need to embarass one of our companion, and not accommodate such a meager request. It is outrageous to pay 67 dollars for a buffet and your server refuses to serve you food. We asked for a manager to help defuse the situation, but she never showed up. Multiple requests were made to different staff members for management's help but no one cared at all. We were only visiting this fogo location, because the fogo close to our home location in Florida always provided us great service and delicious food in our numerous visits there. Will definetely not go back to this location, and I hope that San Diego will soon have other brazilian churascos to put this one out of business.",5.0
517,"MIKE THE CHICKEN GUY... I would give my first born to this man. The service was so good, almost as good as His Rizz™. When you come in, ask for the mike special. It's served with a side of love and affection  Thank you Mike, I'm forever indebted to you.",5.0
518,"On top of the quick and efficient waiting and serving, the food was really good. The system of flipping the ""não obrigado"" in order to indicate you would like to try the meat is a marvelous way to allow the servers to know if you'd like to try the meat. They were fast to serve! From the medium rare pork medallions to the honey roasted cheese, it was difficult to decide which food to select due to the wide variety of delicious meals. The salad bar was not any typical salad bar but had an assortment of appetizing cheeses, vegetables, fruits, and yogurts.",1.0
519,"Crystal was the best server ever!Literally an Angel send from the heavens. I took my best friend here as her first time and she made the experience magical. If you come here make sure to ask for Crystal with a ""C""!",5.0
520,"This was my fourth time coming to Fogo. The last time was about two weeks ago, some friends and I went to celebrate a birthday and one of the waiters made one of the most inappropriate comments about someone's weight at an attempt to be funny. Not only was it inappropriate, but he didn't even apologize. Our group was a bit younger, so he might've thought that we would let the comment slide. But this was seriously the worst experience I've encountered at a restaurant. Not only did it reflect badly on the server, but it shows that the restaurant has not properly trained their server as well. Why would they think it'd be remotely okay to say something like that?",5.0
521,"This is not the experience you deserve, Donaji. Please know that we take your feedback seriously and we would like to speak with you personally regarding the details of your visit. When you have a moment, please reach out to us at feedback@fogo.com with your phone number and availability. Kind regards. ",5.0
522,"Amazing service and amazing food all around! The toasted cheese with honey was out of this world recommend getting 4, 5, 6 of them. Thanks Joel our server and Aline they were soo attentive!",2.0
523,"First time at this location, Aline (one of the gauchas) was absolutely amazing. She went above and beyond to make sure we were taken care of with absolute excellence. Our experience here tonight wouldn't have been the same without her. Will absolutely come back and hope to see her friendly face",4.0
524,"I am sad to say that Fogo has really gone downhill and I don't think I will be visiting again. Two weeks ago I took my family for what I thought would be a nice treat to celebrate birthdays. Instead it was just hours of frustration. My previous visits this was the place to be if you wanted not only amazing food (in abundance) but exceptional service too. This visit was the opposite. It all started when we arrived for our reservation and then had to wait standing in the crowded lobby for 30 minutes with no apology or update as to what was taking so long (especially when the restaurant appeared half empty). Finally at our table and then we pretty much waited and starved for three hours. As you can see from other reviews below from the same evening the food was just nonexistent. After we turned our cards to green no meat was coming around. I timed it at one point and in 30 minutes only three meats had come out (and one of them ran out before our table was all served so some of us only had two meats). And the sides weren't coming either. After the meats had finally started we still had no sides (or even any mention of them) and when I asked the waiter he said they should be ""out soon"". And then they kind of trickled out after that (including some cold cheese bread) but there was never enough. The waiter also rarely came by for water refills or anything else. When we finally were full (by visiting the salad bar and ordering dessert) no one even brought the bill and the waiter had just totally disappeared by that point.  After waiting about 20 minutes I finally just asked another waiter for the bill. I put my credit card down right away and then it just sat on the table for another 10 minutes. Hundreds of dollars wasted for an evening of annoyance. My foodie friend has been telling me for awhile that Texas de Brazil is the best Brazilian steakhouse now and I always insisted Fogo was better. Guess he was right.",0.0
525,"Your experience at our restaurant should always be better than the last, Kimberly, and we're sorry that we let you down. Our team would like an opportunity in the future to give you the five-star experience you deserve. If you are willing, please send your phone number and availability to feedback@fogo.com and we will reach out to you personally. Thank you. ",4.0
526,David Ross was wonderful. He made wonderful recommendations throughout our meal and was always friendly with us. Often asked our preferences for cook temp and knew which pieces would be cooked to our liking. We are very pleased with David's service and will be coming back soon to dine with him again. Thank you David!,5.0
527,"Mike the super chicken guy- super awesome! Very attentive. The best of the best- even when is full house, his attention to detail is unparalleled! Keeper and asset to this company!",1.0
528,Mike the  boss is the real deal! Super attentive and inspired me to hit the gym when I get home.,5.0
529,Excellent service. Very accommodating and the food was incredible. We had a great time there. There was an amazing amount of food and the selection of meat was simply m mouth watering.,5.0
530,"Went here for Mother's Day and was a little underwhelmed with the slow service--prob due to it being a holiday. But Mike the Chicken Guy came through and changed our dining experience. He made sure we got the meats we wanted and even accommodated my stepdad's meal requests. Took care of us till the end. Thanks, Mike!",5.0
531,"First time eating Brazilian food. Couldn't have had a better experience. Jose, the gaúcho was super great. When he came over with different meat than I wanted, he'd go find the meat I wanted and would return promptly. He was very attentive to our meat requests. He gave us so much meat we couldn't contain it on our plate (see photo with our dirty table cloth.)  The service was excellent and ambiance was lovely. We had the mango habanero caipirinha and would definitely recommend.",5.0
532,"Fantastic Brazilian steakhouse in Gaslamp. Our server, David, was amazing. Super attentive, friendly, and helpful. The cuts of meat are perfectly done, and the variety is on point. Highly recommend.",4.0
533,"I would first like to start this review by shouting out Mike, who was one of the Gauchos. The place was relatively busy and the service wasn't the best on this particular night, but Mike was on it. He definitely went the extra mile with the descriptions and presentation of the meat. He was open to answering any questions and fulfilled our requests promptly when we had one. I don't typically leave reviews but today I am because truthfully Mike made all the difference. Without him, the experience would not have been the same. If the manager is reading this, know that you've got a good one with Mike. Because of him, I will be returning!",5.0
534,"Andrea was our waitress and she was great, very attentive and prompt! All the waiters were friendly! Such a fantastic experience. So many amazing slices of meat, many choices to choose from! Shout out to Mike the Chicken Guy! Appetizer/salad bar was great as well! Warm and cozy, dim lit restaurant. Celebrated a birthday here, will definitely be back! Thanks team!",4.0
535,"Been to different locations multiple times( LA and Las Vegas) and this is by far the disappointing one. Positive: Went on 12/22, Thurs lunch time with no reservation. We were seated pretty quickly even though it seemed busy. So that was good.Cons: 1. No valet or dedicated parking like the other Fogo de Chaos but we found a parking garage close to it that only charges $1 per hour! 2. Their market table is close to nothing! This is by far the most empty market table I have ever seen it to be! All they had were salad and cheeses! I saw fruits when we started but when I was about to get some, they were gone. I waited for refill...nothing!3. Meats were slow! It took nearly 10mins before the first meat came out. The interval was pretty slow too. Meats were meeh. Chewy, which is not the standard for the other FDC. Salty too! 4. Our waitress was almost no where to be found most of the time. Took forever for our drinks.I understand that it was busy because of the holidays but it was a total disappointment and such a waste of our money and time! For the price they charge, it has to be at least a lil bit more than mediocre regardless of how busy it gets. Not going back to this location.",0.0
536,"Dee, your visits are appreciated, and we want you to have a positive experience. We apologize for the wait you experienced, as we aim to serve all of our guests as promptly as possible. We will review this feedback with our team, and ask that you please send an email with your phone number and availability to feedback@fogo.com in order to speak further. Thank you. ",4.0
537,5/25/22 I had always wanted to go to this place and I finally had a chance to enjoy it with my love ones. The ambience was very nice. We had great customer service and my children brought me the all you can eat premium steak. You better go here with an appetite because they will bring you steak of all kinds. I don't recall the name of the steak that I really liked but it had garlic in it and it was delicious. I ate a few pieces of that and I am stuff my mother enjoy the ribs.,5.0
